Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status
RES000764,Mumbai Pizza Place 764,Local,Pizza,-9.01575,0.609469,Mumbai,India,1995,False,True,False,True,2,3.7,1639,Operational
RES000765,Japanese Chain 765,Chain,Japanese,13.447712,-14.817429,Los Angeles,USA,1968,False,True,True,False,3,3.4,1922,Operational
RES000766,Burger Chain 766,Chain,Burger,36.021774,-116.975258,Manchester,United Kingdom,2012,True,False,True,False,2,2.2,3957,Operational
RES000767,Mumbai Indian Place 767,Local,Indian,0.485671,-121.746914,Mumbai,India,1960,True,False,True,False,1,3.6,1443,Operational
RES000768,Los Angeles Pizza Place 768,Local,Pizza,-84.799417,-83.658118,Los Angeles,USA,1970,True,True,True,True,3,3.3,2522,Operational
RES000769,Los Angeles Chinese Place 769,Local,Chinese,-38.743688,-22.142524,Los Angeles,USA,1993,True,True,True,True,2,3.1,3154,Operational
RES000770,Osaka American Place 770,Local,American,5.623465,-172.872425,Osaka,Japan,1951,True,True,True,True,3,3.2,1001,Operational
RES000771,Thai Chain 771,Chain,Thai,10.245698,-66.293971,Sao Paulo,Brazil,1958,True,True,True,False,3,4.7,2014,Operational
RES000772,Los Angeles Pizza Place 772,Local,Pizza,4.500382,15.708069,Los Angeles,USA,1968,False,False,True,True,2,4.1,1431,Operational
RES000773,Manchester American Place 773,Local,American,47.260411,119.772914,Manchester,United Kingdom,2005,True,False,False,True,1,4.7,3580,Operational
RES000774,Tokyo Italian Place 774,Local,Italian,-26.352824,-178.64207,Tokyo,Japan,2010,True,True,False,False,2,4.1,2874,Operational
RES000775,London Chinese Place 775,Local,Chinese,-49.974192,101.641041,London,United Kingdom,1964,False,True,True,True,1,4.5,2619,Operational
RES000776,Mumbai Japanese Place 776,Local,Japanese,-63.841862,-30.772257,Mumbai,India,1987,True,True,False,True,1,3.3,4303,Operational
RES000777,London Mediterranean Place 777,Local,Mediterranean,50.842052,-108.802745,London,United Kingdom,2004,True,True,True,False,1,2.8,3850,Operational
RES000778,Los Angeles Chinese Place 778,Local,Chinese,3.610773,3.384387,Los Angeles,USA,2023,False,False,True,True,1,4.5,3496,Operational
RES000779,Mumbai Thai Place 779,Local,Thai,30.349868,-45.408772,Mumbai,India,1987,True,True,True,True,2,4.1,3445,Operational
RES000780,Mumbai Mediterranean Place 780,Local,Mediterranean,-7.658881,-170.109337,Mumbai,India,1956,True,False,False,False,2,2.8,4409,Closed Temporarily
RES000781,Osaka Pizza Place 781,Local,Pizza,-42.212712,-125.423217,Osaka,Japan,2011,True,False,False,False,3,4.4,3718,Operational
RES000782,Delhi American Place 782,Local,American,65.952527,-7.287652,Delhi,India,1965,True,True,True,False,1,4.1,3403,Closed Temporarily
RES000783,London Burger Place 783,Local,Burger,-22.118408,-24.878783,London,United Kingdom,1951,False,False,True,False,2,2.6,2552,Operational
RES000784,Manchester Thai Place 784,Local,Thai,-84.422155,63.277018,Manchester,United Kingdom,1979,True,False,False,True,1,2.5,2319,Operational
RES000785,Brazilian Chain 785,Chain,Brazilian,54.281855,14.698102,London,United Kingdom,2017,True,True,True,False,4,4.8,981,Operational
RES000786,Delhi American Place 786,Local,American,-34.305459,-30.274635,Delhi,India,2005,True,False,False,False,3,2.4,1181,Operational
RES000787,Los Angeles Chinese Place 787,Local,Chinese,21.112067,156.559856,Los Angeles,USA,1953,True,True,True,True,2,4.9,289,Operational
RES000788,Thai Chain 788,Chain,Thai,-56.996212,-19.38202,Los Angeles,USA,2010,True,False,False,True,4,2.7,776,Operational
RES000789,London Mediterranean Place 789,Local,Mediterranean,-51.283308,-157.851306,London,United Kingdom,1978,False,True,True,True,4,4.5,1858,Operational
RES000790,London Indian Place 790,Local,Indian,-3.696047,118.388471,London,United Kingdom,1962,True,False,False,False,1,3.7,1309,Operational
RES000791,French Chain 791,Chain,French,-14.428558,151.315622,New York,USA,2000,False,True,True,False,3,2.2,449,Operational
RES000792,Rio de Janeiro Mediterranean Place 792,Local,Mediterranean,-58.071632,148.974381,Rio de Janeiro,Brazil,2015,False,True,True,True,2,5.0,4384,Operational
RES000793,Japanese Chain 793,Chain,Japanese,63.59158,79.380719,Manchester,United Kingdom,2005,False,True,True,True,3,3.5,3318,Operational
RES000794,New York Pizza Place 794,Local,Pizza,39.29097,163.468084,New York,USA,2008,False,True,False,True,2,2.2,1402,Operational
RES000795,Italian Chain 795,Chain,Italian,30.37671,104.887318,Mumbai,India,1950,True,False,False,False,3,3.4,1719,Operational
RES000796,Los Angeles Indian Place 796,Local,Indian,9.375415,-172.703403,Los Angeles,USA,1952,True,False,False,False,4,2.6,515,Operational
RES000797,Japanese Chain 797,Chain,Japanese,12.807838,-18.348008,Rio de Janeiro,Brazil,2000,False,True,True,True,2,3.6,4283,Operational
RES000798,New York Pizza Place 798,Local,Pizza,-58.614522,-40.410427,New York,USA,1965,True,True,True,False,2,4.1,3880,Operational
RES000799,Manchester Thai Place 799,Local,Thai,-87.699043,119.363982,Manchester,United Kingdom,1974,True,True,True,True,2,4.6,3701,Operational
RES000800,Tokyo Mexican Place 800,Local,Mexican,-5.815306,141.739035,Tokyo,Japan,2001,False,True,True,True,3,4.4,2144,Operational
RES000801,Rio de Janeiro Burger Place 801,Local,Burger,22.785951,-140.292515,Rio de Janeiro,Brazil,1951,True,True,True,False,1,3.6,2525,Operational
RES000802,Delhi Indian Place 802,Local,Indian,18.651824,-159.061284,Delhi,India,1979,False,True,False,False,2,4.7,2434,Operational
RES000803,London Brazilian Place 803,Local,Brazilian,50.084944,53.313869,London,United Kingdom,1968,True,False,False,True,1,3.4,2846,Operational
RES000804,American Chain 804,Chain,American,65.154661,34.743926,Manchester,United Kingdom,1965,True,True,True,False,3,3.6,1084,Operational
RES000805,Chinese Chain 805,Chain,Chinese,-54.701066,-105.532818,Manchester,United Kingdom,2011,True,True,True,True,3,3.3,3329,Operational
RES000806,Mumbai Indian Place 806,Local,Indian,-68.17511,-10.376359,Mumbai,India,1965,False,True,False,True,1,2.0,743,Operational
RES000807,Mediterranean Chain 807,Chain,Mediterranean,15.002807,-103.604729,Delhi,India,2001,True,False,False,False,2,2.4,1888,Operational
RES000808,Japanese Chain 808,Chain,Japanese,23.260588,-97.701829,Los Angeles,USA,1960,False,True,False,True,2,2.9,4722,Operational
RES000809,New York Brazilian Place 809,Local,Brazilian,19.994573,21.223597,New York,USA,2000,True,False,False,False,4,3.7,2643,Operational
RES000810,London Italian Place 810,Local,Italian,-49.334621,158.771907,London,United Kingdom,1981,True,False,False,False,3,2.3,1796,Operational
RES000811,Burger Chain 811,Chain,Burger,-0.744905,-68.900196,Sao Paulo,Brazil,2000,True,True,True,False,1,4.8,4703,Operational
RES000812,Delhi Chinese Place 812,Local,Chinese,9.971839,9.705975,Delhi,India,1971,False,True,False,True,4,4.3,4936,Operational
RES000813,Thai Chain 813,Chain,Thai,53.162026,103.509,Rio de Janeiro,Brazil,1983,False,True,False,True,4,4.2,304,Operational
RES000814,Sao Paulo Mexican Place 814,Local,Mexican,-12.498816,-122.02766,Sao Paulo,Brazil,1952,True,True,True,True,3,2.9,3130,Operational
RES000815,Delhi Chinese Place 815,Local,Chinese,43.528462,-79.475083,Delhi,India,1964,False,True,False,False,4,4.0,4351,Operational
RES000816,Los Angeles Mediterranean Place 816,Local,Mediterranean,72.036332,-175.136418,Los Angeles,USA,2004,True,False,False,False,1,2.6,3639,Closed Temporarily
RES000817,Sao Paulo Italian Place 817,Local,Italian,79.363293,-107.456135,Sao Paulo,Brazil,1966,True,False,False,True,4,4.9,2253,Operational
RES000818,American Chain 818,Chain,American,-15.496626,-11.471907,Delhi,India,2001,True,True,True,False,4,2.6,2670,Operational
RES000819,Italian Chain 819,Chain,Italian,52.523938,83.376671,London,United Kingdom,1976,False,True,True,True,2,3.1,3181,Operational
RES000820,Delhi French Place 820,Local,French,27.913913,-7.597224,Delhi,India,1982,True,False,False,False,4,2.2,4518,Operational
RES000821,Manchester Mediterranean Place 821,Local,Mediterranean,-16.884417,-89.752654,Manchester,United Kingdom,1974,False,False,True,True,1,3.9,1815,Operational
RES000822,Mexican Chain 822,Chain,Mexican,83.652764,102.12397,New York,USA,1998,False,True,False,True,2,4.2,787,Operational
RES000823,New York Chinese Place 823,Local,Chinese,4.517864,-25.673925,New York,USA,1988,True,False,False,True,4,4.8,4686,Operational
RES000824,Thai Chain 824,Chain,Thai,82.173456,167.34103,Osaka,Japan,2004,True,False,False,False,3,4.4,4790,Operational
RES000825,Sao Paulo Japanese Place 825,Local,Japanese,-36.0002,164.586735,Sao Paulo,Brazil,1953,False,False,True,False,2,3.9,3940,Operational
RES000826,Los Angeles Pizza Place 826,Local,Pizza,37.740049,-147.88872,Los Angeles,USA,1967,False,False,True,False,3,3.2,2958,Operational
RES000827,Tokyo Pizza Place 827,Local,Pizza,-72.696331,-88.518735,Tokyo,Japan,1976,True,True,False,False,1,4.0,862,Closed Temporarily
RES000828,Indian Chain 828,Chain,Indian,82.645863,-34.803904,Manchester,United Kingdom,1975,True,False,True,True,3,4.1,3818,Operational
RES000829,London Thai Place 829,Local,Thai,-84.714498,-36.895295,London,United Kingdom,1955,True,False,False,False,3,2.0,575,Operational
RES000830,Los Angeles Burger Place 830,Local,Burger,-77.946427,-17.471258,Los Angeles,USA,2005,True,False,False,True,2,4.9,3777,Operational
RES000831,Indian Chain 831,Chain,Indian,21.728107,-40.592368,Mumbai,India,1999,True,False,False,True,3,4.0,897,Operational
RES000832,Mumbai Indian Place 832,Local,Indian,-87.742943,-145.41168,Mumbai,India,2017,False,False,True,True,3,4.4,1766,Operational
RES000833,Japanese Chain 833,Chain,Japanese,17.905625,161.32445,Osaka,Japan,2005,True,True,False,False,2,2.2,1056,Operational
RES000834,Sao Paulo Burger Place 834,Local,Burger,-29.391123,172.001915,Sao Paulo,Brazil,2016,False,True,True,True,2,2.8,4018,Operational
RES000835,Italian Chain 835,Chain,Italian,-67.781025,128.100553,Mumbai,India,2021,True,False,False,True,4,2.2,4950,Operational
RES000836,Italian Chain 836,Chain,Italian,67.181432,-127.812845,New York,USA,1988,False,True,True,True,1,3.0,4248,Closed Temporarily
RES000837,American Chain 837,Chain,American,3.626221,80.265137,Mumbai,India,2011,False,True,True,False,1,3.7,2395,Operational
RES000838,Los Angeles Mexican Place 838,Local,Mexican,-17.225563,-116.90125,Los Angeles,USA,2007,True,False,False,False,2,3.1,4979,Operational
RES000839,Brazilian Chain 839,Chain,Brazilian,67.423332,-161.647553,Manchester,United Kingdom,1959,True,False,False,True,2,3.7,2549,Operational
RES000840,Tokyo Italian Place 840,Local,Italian,-77.588358,87.156778,Tokyo,Japan,1980,False,True,False,True,1,4.2,254,Operational
RES000841,Tokyo Thai Place 841,Local,Thai,26.303996,-125.798928,Tokyo,Japan,1988,False,True,True,True,3,2.6,2990,Operational
RES000842,New York Japanese Place 842,Local,Japanese,-48.333233,-68.977091,New York,USA,1956,True,False,True,True,2,3.1,2321,Operational
RES000843,Japanese Chain 843,Chain,Japanese,-7.347504,96.434137,New York,USA,1981,False,True,False,True,4,3.0,3397,Operational
RES000844,Rio de Janeiro Mediterranean Place 844,Local,Mediterranean,54.573419,-143.980709,Rio de Janeiro,Brazil,1998,False,True,True,False,2,3.7,4569,Operational
RES000845,Osaka Mexican Place 845,Local,Mexican,21.04901,55.899134,Osaka,Japan,2015,False,True,False,False,4,4.7,1572,Operational
RES000846,Los Angeles Brazilian Place 846,Local,Brazilian,2.517167,158.036087,Los Angeles,USA,1997,False,True,True,True,1,3.3,2855,Operational
RES000847,Delhi Mexican Place 847,Local,Mexican,-88.316631,98.439398,Delhi,India,1962,True,False,False,False,4,3.0,2936,Operational
RES000848,Osaka Mexican Place 848,Local,Mexican,-37.471221,28.242231,Osaka,Japan,1972,True,True,True,True,1,4.7,1505,Operational
RES000849,Mumbai French Place 849,Local,French,55.538515,70.905851,Mumbai,India,1951,False,False,True,False,4,3.4,559,Operational
RES000850,London Chinese Place 850,Local,Chinese,43.126649,-30.998671,London,United Kingdom,1978,False,False,True,False,2,3.0,4249,Closed Temporarily
RES000851,Sao Paulo Brazilian Place 851,Local,Brazilian,-36.513613,-154.083746,Sao Paulo,Brazil,2011,True,False,True,True,3,3.8,1853,Operational
RES000852,Rio de Janeiro Mediterranean Place 852,Local,Mediterranean,51.128987,-145.36117,Rio de Janeiro,Brazil,1975,True,False,False,True,2,2.4,4209,Operational
RES000853,Tokyo Indian Place 853,Local,Indian,-24.617352,174.366102,Tokyo,Japan,1996,True,False,False,True,4,4.4,1103,Operational
RES000854,Indian Chain 854,Chain,Indian,-48.219412,-103.560225,Rio de Janeiro,Brazil,1971,True,True,False,False,3,2.1,716,Operational
RES000855,Mexican Chain 855,Chain,Mexican,-32.661323,-106.6011,Tokyo,Japan,1977,False,False,True,False,1,4.8,1715,Operational
RES000856,Sao Paulo French Place 856,Local,French,52.683146,-40.050576,Sao Paulo,Brazil,1954,True,True,False,True,1,4.8,1950,Operational
RES000857,Pizza Chain 857,Chain,Pizza,-12.53221,159.865126,Delhi,India,1975,True,True,False,True,4,2.0,1304,Operational
RES000858,New York Burger Place 858,Local,Burger,-63.476235,18.231067,New York,USA,1950,True,False,False,False,1,3.5,3141,Operational
RES000859,Mumbai Italian Place 859,Local,Italian,-14.086797,123.002391,Mumbai,India,1982,True,False,True,False,3,2.8,3387,Operational
RES000860,Mumbai Pizza Place 860,Local,Pizza,-70.257041,109.922711,Mumbai,India,2011,True,False,False,True,3,2.8,2769,Operational
RES000861,Osaka Brazilian Place 861,Local,Brazilian,-62.790587,-141.691692,Osaka,Japan,1987,True,True,True,True,4,2.5,4454,Operational
RES000862,Delhi Japanese Place 862,Local,Japanese,60.862393,-173.306699,Delhi,India,1998,False,False,True,False,1,2.6,339,Operational
RES000863,Mumbai Indian Place 863,Local,Indian,27.413635,-24.265881,Mumbai,India,1981,True,False,True,True,1,4.3,1050,Operational
RES000864,Mumbai Brazilian Place 864,Local,Brazilian,43.787473,43.423202,Mumbai,India,2001,False,True,False,False,3,3.4,520,Operational
RES000865,American Chain 865,Chain,American,-61.563714,-31.121012,Los Angeles,USA,2009,True,False,True,False,4,4.6,3,Operational
RES000866,Mediterranean Chain 866,Chain,Mediterranean,-18.766665,-31.743116,Sao Paulo,Brazil,1962,True,False,False,True,4,2.3,3099,Operational
RES000867,Sao Paulo Pizza Place 867,Local,Pizza,-62.796902,99.527526,Sao Paulo,Brazil,1993,False,True,True,False,4,4.4,3670,Operational
RES000868,New York Pizza Place 868,Local,Pizza,-20.725821,148.060082,New York,USA,1951,True,True,True,True,1,2.3,2846,Closed Temporarily
RES000869,Brazilian Chain 869,Chain,Brazilian,38.375326,-121.019973,Los Angeles,USA,1960,False,False,True,False,1,5.0,4920,Operational
RES000870,Los Angeles French Place 870,Local,French,-17.244416,121.065974,Los Angeles,USA,2015,True,False,False,False,4,2.0,4971,Operational
RES000871,Rio de Janeiro Italian Place 871,Local,Italian,-16.496689,52.039722,Rio de Janeiro,Brazil,1990,False,False,True,True,2,2.5,2056,Operational
RES000872,New York Mediterranean Place 872,Local,Mediterranean,29.248522,-45.489197,New York,USA,1991,True,True,True,False,1,4.5,1350,Operational
RES000873,Osaka French Place 873,Local,French,-85.421578,-161.158281,Osaka,Japan,1979,True,False,False,False,4,2.3,871,Operational
RES000874,Brazilian Chain 874,Chain,Brazilian,-5.38225,57.019012,Mumbai,India,2019,True,False,False,True,1,4.2,985,Operational
RES000875,Brazilian Chain 875,Chain,Brazilian,-28.221294,23.810101,Rio de Janeiro,Brazil,1967,True,False,True,True,1,3.8,955,Operational
RES000876,Delhi American Place 876,Local,American,68.330271,-57.063585,Delhi,India,1989,False,True,True,False,1,4.7,2084,Operational
RES000877,Tokyo Pizza Place 877,Local,Pizza,40.592068,86.981271,Tokyo,Japan,1990,True,False,True,False,4,3.6,2453,Operational
RES000878,Delhi American Place 878,Local,American,11.044943,-82.336609,Delhi,India,1991,True,True,False,True,1,4.6,4432,Operational
RES000879,Indian Chain 879,Chain,Indian,38.948571,161.450316,Osaka,Japan,2010,False,False,True,True,2,3.5,2128,Operational
RES000880,Manchester Burger Place 880,Local,Burger,87.264216,-150.275873,Manchester,United Kingdom,1959,True,False,True,True,2,5.0,4710,Operational
RES000881,Brazilian Chain 881,Chain,Brazilian,18.14758,125.579664,Mumbai,India,2012,True,False,False,False,4,2.4,3115,Operational
RES000882,Sao Paulo Italian Place 882,Local,Italian,25.217597,-148.865869,Sao Paulo,Brazil,1952,True,True,True,False,3,3.7,1171,Operational
RES000883,Delhi French Place 883,Local,French,-61.073382,44.842321,Delhi,India,2002,True,False,False,True,3,3.0,1757,Operational
RES000884,American Chain 884,Chain,American,25.518394,179.410239,New York,USA,1963,True,True,True,False,3,3.7,814,Operational
RES000885,Sao Paulo Pizza Place 885,Local,Pizza,19.24946,141.795537,Sao Paulo,Brazil,1955,True,False,True,False,1,2.1,3047,Operational
RES000886,London Thai Place 886,Local,Thai,88.661621,-121.24894,London,United Kingdom,2012,True,False,False,True,3,2.9,3314,Operational
RES000887,Indian Chain 887,Chain,Indian,7.940162,105.372846,Delhi,India,1993,True,False,False,False,3,4.7,3014,Operational
RES000888,Italian Chain 888,Chain,Italian,34.262384,-120.911382,New York,USA,2017,False,True,True,True,4,2.3,4283,Operational
RES000889,American Chain 889,Chain,American,-86.103536,-22.693871,Mumbai,India,1983,False,True,True,True,1,3.5,3889,Operational
RES000890,Sao Paulo Mediterranean Place 890,Local,Mediterranean,24.880973,13.852861,Sao Paulo,Brazil,1964,True,True,True,False,1,2.8,930,Closed Temporarily
RES000891,Mumbai Thai Place 891,Local,Thai,-50.263643,-11.958629,Mumbai,India,1951,True,False,False,True,3,2.6,1843,Operational
RES000892,Tokyo Mediterranean Place 892,Local,Mediterranean,70.776545,55.354005,Tokyo,Japan,1985,True,False,False,True,1,3.6,446,Operational
RES000893,Sao Paulo Pizza Place 893,Local,Pizza,-42.609299,78.563608,Sao Paulo,Brazil,1952,False,False,True,False,1,2.3,4491,Closed Temporarily
RES000894,Los Angeles Mexican Place 894,Local,Mexican,-3.372674,-123.953338,Los Angeles,USA,1972,False,False,True,False,1,5.0,3503,Closed Temporarily
RES000895,Delhi Brazilian Place 895,Local,Brazilian,38.307769,-3.897014,Delhi,India,1952,False,True,False,False,1,4.0,1843,Operational
RES000896,Pizza Chain 896,Chain,Pizza,-6.958904,-165.362976,Mumbai,India,1964,True,True,False,False,4,2.2,2013,Closed Temporarily
RES000897,Manchester Mediterranean Place 897,Local,Mediterranean,81.043317,-166.039294,Manchester,United Kingdom,1981,True,False,True,False,3,2.0,4773,Operational
RES000898,French Chain 898,Chain,French,71.975,-111.892807,Los Angeles,USA,1950,True,False,False,True,2,2.5,82,Operational
RES000899,Tokyo Mediterranean Place 899,Local,Mediterranean,87.500536,12.971632,Tokyo,Japan,1989,False,False,True,True,1,2.7,1848,Operational
RES000900,New York Indian Place 900,Local,Indian,-54.7544,36.087472,New York,USA,1955,True,False,True,True,3,4.6,1507,Operational
RES000901,Manchester Thai Place 901,Local,Thai,68.194557,-5.890106,Manchester,United Kingdom,1965,False,True,True,False,3,4.7,3540,Operational
RES000902,New York Thai Place 902,Local,Thai,-53.514442,120.113605,New York,USA,1973,True,False,True,True,2,3.2,1907,Operational
RES000903,Mediterranean Chain 903,Chain,Mediterranean,-58.626775,166.534793,Delhi,India,2021,True,False,False,True,2,2.9,4273,Operational
RES000904,Tokyo Brazilian Place 904,Local,Brazilian,-4.464593,141.952741,Tokyo,Japan,1963,True,False,True,False,1,3.6,3105,Operational
RES000905,London Italian Place 905,Local,Italian,-79.463675,-32.479719,London,United Kingdom,2014,True,False,False,False,4,3.6,1281,Operational
RES000906,Rio de Janeiro American Place 906,Local,American,-57.355605,15.291945,Rio de Janeiro,Brazil,1995,False,True,False,False,3,4.8,2581,Closed Temporarily
RES000907,Sao Paulo Indian Place 907,Local,Indian,52.464511,-55.45974,Sao Paulo,Brazil,1982,True,True,False,False,1,2.7,3603,Operational
RES000908,Sao Paulo Pizza Place 908,Local,Pizza,82.233656,151.420639,Sao Paulo,Brazil,1958,False,True,False,True,2,3.3,995,Operational
RES000909,Mexican Chain 909,Chain,Mexican,-67.489413,17.042461,Rio de Janeiro,Brazil,1993,True,True,True,True,1,3.3,2133,Operational
RES000910,French Chain 910,Chain,French,-12.86674,26.599275,New York,USA,1954,True,False,True,True,1,4.0,2341,Operational
RES000911,Osaka French Place 911,Local,French,48.525972,-90.84953,Osaka,Japan,1998,True,False,False,True,4,2.0,1215,Operational
RES000912,Osaka Indian Place 912,Local,Indian,38.196818,59.143917,Osaka,Japan,1983,True,True,True,False,1,4.9,924,Closed Temporarily
RES000913,Mexican Chain 913,Chain,Mexican,14.295364,85.370109,Tokyo,Japan,2004,True,False,True,False,1,3.3,3728,Operational
RES000914,Tokyo Japanese Place 914,Local,Japanese,63.875462,151.516287,Tokyo,Japan,1960,True,True,True,True,1,2.5,4952,Operational
RES000915,Burger Chain 915,Chain,Burger,29.428215,-139.918707,New York,USA,2011,True,False,False,False,3,4.8,137,Operational
RES000916,Pizza Chain 916,Chain,Pizza,-57.628667,37.680228,Osaka,Japan,1991,True,True,False,True,3,3.0,4247,Closed Temporarily
RES000917,Delhi Brazilian Place 917,Local,Brazilian,78.922835,-88.537168,Delhi,India,1980,False,True,True,True,4,4.5,1065,Operational
RES000918,Sao Paulo Indian Place 918,Local,Indian,0.834353,-86.574576,Sao Paulo,Brazil,2014,False,True,False,False,4,2.7,2665,Operational
RES000919,Japanese Chain 919,Chain,Japanese,63.987317,-145.23358,Los Angeles,USA,1967,False,True,False,True,2,2.7,1368,Closed Temporarily
RES000920,Pizza Chain 920,Chain,Pizza,54.191902,149.933349,Delhi,India,2008,False,True,True,False,4,2.3,1846,Operational
RES000921,Sao Paulo Pizza Place 921,Local,Pizza,46.401199,-122.705123,Sao Paulo,Brazil,2009,False,True,False,True,3,4.1,2314,Operational
RES000922,Chinese Chain 922,Chain,Chinese,68.653793,36.12579,Tokyo,Japan,1953,False,False,True,False,1,4.5,2851,Operational
RES000923,Los Angeles Chinese Place 923,Local,Chinese,17.138551,-27.575704,Los Angeles,USA,1955,True,False,True,True,2,3.6,4434,Operational
RES000924,Manchester Mexican Place 924,Local,Mexican,71.776373,135.686291,Manchester,United Kingdom,2018,True,False,True,True,1,2.5,4750,Operational
RES000925,Brazilian Chain 925,Chain,Brazilian,-39.905264,-100.882374,Osaka,Japan,1963,False,True,True,False,3,3.6,2088,Operational
RES000926,Burger Chain 926,Chain,Burger,-66.988068,-24.836764,London,United Kingdom,1960,True,True,False,False,4,4.3,898,Operational
RES000927,American Chain 927,Chain,American,31.608968,-42.906175,Sao Paulo,Brazil,1991,True,False,False,True,4,3.6,4947,Operational
RES000928,Mumbai Thai Place 928,Local,Thai,-21.409205,99.616458,Mumbai,India,2017,False,True,False,False,4,3.7,1181,Operational
RES000929,Japanese Chain 929,Chain,Japanese,-35.980613,-45.913483,Mumbai,India,1957,True,False,False,False,1,4.5,3760,Operational
RES000930,American Chain 930,Chain,American,51.150787,-139.656863,Tokyo,Japan,1965,True,True,False,True,4,2.8,1143,Operational
RES000931,Mediterranean Chain 931,Chain,Mediterranean,-7.584377,131.174171,Sao Paulo,Brazil,1989,False,False,True,True,1,3.7,1235,Operational
RES000932,Delhi Chinese Place 932,Local,Chinese,6.92154,-84.594682,Delhi,India,1964,False,True,False,False,3,4.1,2568,Operational
RES000933,Manchester Burger Place 933,Local,Burger,-69.233897,-45.444701,Manchester,United Kingdom,1980,False,False,True,True,1,2.3,371,Operational
RES000934,Los Angeles Brazilian Place 934,Local,Brazilian,-53.450086,122.009766,Los Angeles,USA,1965,False,True,False,True,2,3.6,2553,Operational
RES000935,Pizza Chain 935,Chain,Pizza,30.713767,-142.205378,London,United Kingdom,2011,False,True,False,False,1,3.7,460,Operational
RES000936,New York Mediterranean Place 936,Local,Mediterranean,29.226175,-47.347515,New York,USA,1980,True,False,False,True,3,2.9,2020,Operational
RES000937,Japanese Chain 937,Chain,Japanese,9.27776,-171.565798,New York,USA,1995,True,False,True,False,4,2.1,4874,Operational
RES000938,Manchester Burger Place 938,Local,Burger,-79.488935,125.092791,Manchester,United Kingdom,1954,True,False,False,False,2,4.0,2031,Operational
RES000939,Manchester Chinese Place 939,Local,Chinese,42.287882,143.431525,Manchester,United Kingdom,1986,False,True,True,True,3,4.9,591,Operational
RES000940,Thai Chain 940,Chain,Thai,78.143168,-87.262281,Sao Paulo,Brazil,1977,False,True,True,False,4,2.2,2885,Operational
RES000941,Osaka Thai Place 941,Local,Thai,29.037272,-18.550133,Osaka,Japan,2013,False,False,True,True,2,3.4,3877,Operational
RES000942,Osaka Mexican Place 942,Local,Mexican,0.071169,78.443608,Osaka,Japan,1968,True,False,False,False,2,2.8,1291,Operational
RES000943,Rio de Janeiro Mediterranean Place 943,Local,Mediterranean,-47.715985,-114.505205,Rio de Janeiro,Brazil,2018,False,True,False,False,1,3.4,3063,Operational
RES000944,Sao Paulo Burger Place 944,Local,Burger,72.673563,-176.235759,Sao Paulo,Brazil,2003,True,False,True,False,2,3.9,3131,Operational
RES000945,French Chain 945,Chain,French,21.766076,146.825236,Mumbai,India,1997,True,False,True,True,4,4.5,1848,Operational
RES000946,Mediterranean Chain 946,Chain,Mediterranean,83.040994,-29.553796,Manchester,United Kingdom,2021,True,False,False,True,4,4.6,3999,Operational
RES000947,Los Angeles Brazilian Place 947,Local,Brazilian,86.097594,178.231493,Los Angeles,USA,1951,False,True,False,True,3,2.8,1750,Operational
RES000948,New York Burger Place 948,Local,Burger,-52.084463,-82.539632,New York,USA,2022,False,True,False,True,4,2.2,2715,Operational
RES000949,French Chain 949,Chain,French,10.00506,-69.086257,London,United Kingdom,2008,False,True,False,False,1,3.2,1024,Operational
RES000950,London Pizza Place 950,Local,Pizza,2.002422,-142.136382,London,United Kingdom,1952,True,True,True,True,4,3.9,2263,Operational
RES000951,Thai Chain 951,Chain,Thai,1.289668,91.375871,Rio de Janeiro,Brazil,2002,True,False,True,False,2,4.7,2616,Closed Temporarily
RES000952,Manchester Mediterranean Place 952,Local,Mediterranean,46.350251,113.045682,Manchester,United Kingdom,1968,False,True,True,False,3,3.4,3766,Operational
RES000953,Thai Chain 953,Chain,Thai,-59.980896,15.334742,Rio de Janeiro,Brazil,1981,False,True,False,True,4,2.7,2192,Operational
RES000954,Delhi Brazilian Place 954,Local,Brazilian,20.570817,150.224212,Delhi,India,1985,False,True,True,True,2,3.4,3034,Operational
RES000955,New York Burger Place 955,Local,Burger,-26.287152,-16.04315,New York,USA,2007,True,False,True,False,4,2.1,4957,Operational
RES000956,Sao Paulo American Place 956,Local,American,66.03951,171.181723,Sao Paulo,Brazil,2021,True,True,False,False,1,2.7,992,Operational
RES000957,New York Mediterranean Place 957,Local,Mediterranean,74.482472,-137.207974,New York,USA,2015,False,True,False,False,1,3.2,1022,Operational
RES000958,New York Chinese Place 958,Local,Chinese,-55.805002,67.018277,New York,USA,1989,True,False,False,True,3,4.1,630,Operational
RES000959,Brazilian Chain 959,Chain,Brazilian,10.423492,-83.268996,Delhi,India,1994,False,True,False,False,1,4.3,4893,Closed Temporarily
RES000960,Osaka Chinese Place 960,Local,Chinese,28.243854,-29.842029,Osaka,Japan,2016,True,False,False,False,3,4.8,839,Operational
RES000961,Los Angeles Indian Place 961,Local,Indian,-28.481758,33.331883,Los Angeles,USA,2012,False,True,False,False,4,3.8,4788,Operational
RES000962,Manchester Chinese Place 962,Local,Chinese,-63.239499,-78.103011,Manchester,United Kingdom,2014,True,True,False,True,1,3.5,2250,Operational
