Restaurant_ID,Outdoor_seating,WiFi,Parking,Wheelchair_accessible,Pet_friendly,Kid_friendly,Vegetarian,Vegan,Halal,Alcohol,Drive_through,24_hours,Live_music
RES000896,True,False,False,False,True,True,False,True,False,False,True,False,True
RES000897,True,False,True,True,True,False,False,False,False,True,False,True,False
RES000898,True,True,False,True,False,True,True,False,False,False,False,True,True
RES000899,False,True,False,False,True,True,False,True,True,False,True,False,True
RES000900,True,False,False,True,False,True,False,False,False,False,False,True,False
RES000901,True,False,False,True,True,False,True,False,True,True,False,True,True
RES000902,False,True,False,True,False,True,False,True,True,True,False,True,False
RES000903,False,False,True,False,False,False,True,False,False,False,True,True,False
RES000904,True,False,False,False,False,False,True,False,True,False,False,True,False
RES000905,True,False,True,True,False,False,True,False,True,False,False,True,False
RES000906,True,True,True,True,False,False,True,False,True,False,False,True,True
RES000907,True,True,False,False,False,False,True,True,False,True,True,True,False
RES000908,True,True,True,False,True,True,True,False,True,False,True,True,False
RES000909,False,False,False,False,True,False,False,True,False,True,True,True,False
RES000910,False,True,True,False,True,True,False,False,False,False,False,True,True
RES000911,True,False,False,True,False,False,True,True,True,False,False,True,True
RES000912,True,False,True,False,False,True,True,True,True,True,True,True,False
RES000913,True,True,False,False,False,False,False,True,True,False,False,True,False
RES000914,True,True,True,False,True,False,True,True,False,True,False,False,True
RES000915,False,True,True,True,False,False,False,False,True,True,False,True,False
RES000916,False,True,False,True,False,False,False,True,False,False,True,True,True
RES000917,True,True,False,False,True,False,False,True,False,False,True,True,False
RES000918,False,False,True,False,False,False,True,False,False,False,False,True,False
RES000919,False,True,False,False,True,False,True,False,False,True,False,True,True
RES000920,True,True,False,True,False,True,False,True,True,True,False,True,False
RES000921,True,False,False,True,True,True,True,True,False,False,True,True,True
RES000922,False,True,False,True,True,True,True,False,False,True,True,False,True
RES000923,True,True,False,False,False,False,False,True,False,False,False,False,True
RES000924,False,False,True,False,False,False,True,False,False,False,False,False,True
RES000925,False,True,True,True,True,False,True,True,True,True,True,False,True
RES000926,False,False,False,False,False,False,False,True,True,True,True,False,True
RES000927,True,True,True,True,False,False,True,False,True,True,True,True,False
RES000928,True,False,False,True,True,True,False,True,True,True,False,True,False
RES000929,True,False,False,False,True,True,False,True,False,False,True,False,True
RES000930,True,True,True,False,True,False,False,True,False,True,True,True,False
RES000931,False,True,False,True,True,True,False,False,True,True,False,True,True
RES000932,True,True,False,False,False,True,False,False,True,False,False,False,False
RES000933,True,False,True,False,True,False,True,False,True,True,True,False,False
RES000934,False,False,True,True,False,True,False,True,True,True,True,True,True
RES000935,True,False,False,True,False,False,True,False,False,True,False,True,True
RES000936,True,False,True,False,True,False,False,False,False,False,False,False,True
RES000937,False,False,False,False,False,True,True,False,False,True,False,False,True
RES000938,False,False,False,False,True,True,True,False,False,False,True,False,False
RES000939,True,False,False,False,True,True,True,True,True,False,False,True,True
RES000940,True,True,True,False,False,True,True,True,True,True,True,True,False
RES000941,True,True,False,False,True,False,True,False,True,True,False,True,False
RES000942,True,False,False,True,False,False,False,False,False,False,True,True,True
RES000943,False,True,True,False,True,False,False,True,True,False,True,True,False
RES000944,False,True,True,True,True,False,False,True,False,True,False,True,False
RES000945,True,True,False,True,True,False,True,True,False,True,False,True,False
RES000946,False,False,True,True,False,False,True,True,True,False,True,True,True
RES000947,False,True,False,True,False,True,True,False,False,False,False,False,True
RES000948,False,False,True,False,False,False,True,False,True,False,True,True,True
RES000949,False,True,False,False,True,True,False,True,True,True,True,False,True
RES000950,False,False,True,True,True,False,True,True,True,True,True,False,False
RES000951,False,False,True,True,False,False,False,False,True,True,True,True,True
RES000952,False,True,False,False,True,True,False,True,False,False,False,False,False
RES000953,False,False,False,True,False,False,True,True,True,True,True,True,True
RES000954,True,True,True,False,False,True,False,False,True,False,False,False,True
RES000955,True,False,True,True,False,False,False,False,False,True,True,True,True
RES000956,True,True,True,True,False,False,False,True,False,False,False,False,False
RES000957,True,True,True,True,False,True,False,False,True,False,False,True,True
RES000958,True,True,False,False,False,True,True,True,True,True,True,False,False
RES000959,True,True,False,False,True,False,False,False,False,False,True,False,False
RES000960,False,False,False,False,True,True,False,True,True,True,True,True,False
RES000961,False,False,True,True,True,True,True,True,False,True,True,True,True
RES000962,True,False,False,True,False,True,False,True,False,True,True,False,True
RES000963,False,False,True,True,True,False,False,True,False,False,True,True,False
RES000964,False,True,False,True,True,True,False,True,True,True,True,True,True
RES000965,True,True,False,False,False,True,False,False,False,False,True,False,False
RES000966,True,False,True,True,True,True,True,False,False,True,False,False,True
RES000967,False,False,False,True,True,False,False,True,False,True,True,True,True
RES000968,False,True,True,True,False,True,True,False,True,True,True,False,True
RES000969,False,True,False,False,True,False,True,True,False,True,False,True,False
RES000970,False,False,False,False,False,False,False,False,False,False,True,True,False
RES000971,False,False,False,False,True,False,True,True,True,False,False,False,False
RES000972,False,False,True,False,False,False,False,False,False,False,True,True,True
RES000973,True,False,False,False,False,False,True,False,False,False,False,False,False
RES000974,False,True,False,True,False,False,True,False,True,False,True,False,True
RES000975,False,False,False,False,False,False,True,False,True,False,False,False,False
RES000976,True,True,False,True,True,True,False,True,False,True,False,True,False
RES000977,True,False,True,False,True,True,False,False,True,True,False,False,False
RES000978,False,True,False,False,False,True,True,False,True,False,True,False,True
RES000979,False,False,False,False,True,False,True,True,True,True,True,False,True
RES000980,False,True,True,False,False,True,False,False,False,True,False,True,False
RES000981,False,False,False,True,True,True,True,True,False,False,True,False,True
RES000982,False,False,False,True,True,False,False,True,False,True,False,True,False
RES000983,False,True,False,False,True,True,True,True,True,True,False,True,False
RES000984,False,False,False,True,False,True,True,False,True,False,False,False,False
RES000985,False,False,True,True,False,False,True,False,True,False,False,False,False
RES000986,False,True,True,True,True,False,False,True,False,False,False,False,False
RES000987,False,True,False,False,False,False,True,False,False,True,True,True,True
RES000988,True,False,False,True,False,True,False,True,True,False,False,False,True
RES000989,True,True,True,True,True,True,True,True,False,False,False,True,False
RES000990,False,True,True,False,True,True,False,False,True,True,False,True,True
RES000991,True,False,True,False,False,True,True,False,True,False,False,False,True
RES000992,False,True,False,False,False,False,False,False,True,False,False,True,False
RES000993,True,False,False,False,False,True,False,False,True,True,True,True,False
RES000994,True,False,False,True,False,True,False,False,False,True,False,False,True
RES000995,False,False,True,False,True,True,True,True,False,False,True,False,True
RES000996,False,True,True,True,True,True,False,True,True,False,False,False,True
RES000997,True,False,True,False,True,False,False,False,True,False,True,True,True
RES000998,False,False,True,True,True,True,True,True,False,True,True,False,True
RES000999,True,False,True,False,True,True,True,False,False,True,False,True,True
RES001000,True,True,False,True,True,False,True,False,True,False,False,False,True
RES001001,False,False,False,False,False,True,True,True,False,False,True,False,True
RES001002,False,True,False,True,True,True,True,False,False,False,True,True,True
RES001003,False,True,True,True,False,False,False,False,True,False,False,True,True
RES001004,True,True,False,False,True,True,False,False,False,True,False,True,True
RES001005,True,False,False,True,True,True,True,False,False,False,False,True,True
RES001006,False,False,False,False,False,True,False,False,True,False,False,True,True
RES001007,True,True,False,True,False,True,False,False,True,True,False,False,False
RES001008,True,False,False,True,True,False,False,False,False,True,True,False,True
RES001009,False,True,False,False,False,True,False,True,False,False,True,False,True
RES001010,False,False,True,False,True,True,True,True,True,True,False,True,True
RES001011,False,True,True,False,False,True,False,True,True,False,True,True,True
RES001012,True,True,False,True,False,False,False,True,True,True,False,False,False
RES001013,False,False,False,False,True,False,False,True,True,True,False,True,False
RES001014,False,False,True,True,False,False,False,False,True,False,True,True,False
RES001015,True,True,True,False,False,True,True,False,True,False,True,False,False
RES001016,True,False,False,False,True,True,True,False,False,False,True,True,False
RES001017,False,True,True,True,True,True,True,False,True,True,False,True,False
RES001018,True,False,True,False,True,False,False,True,False,False,False,False,False
RES001019,True,True,True,True,False,False,False,True,True,True,True,True,True
RES001020,False,False,False,True,False,False,True,False,True,False,False,False,True
RES001021,True,False,False,True,True,True,False,True,True,False,True,True,False
RES001022,False,False,False,False,False,True,True,False,True,False,False,True,True
RES001023,False,False,False,True,False,False,True,True,True,False,False,False,False
RES001024,True,False,True,True,False,True,False,True,False,False,True,True,True
RES001025,False,False,True,False,False,False,True,False,False,False,False,True,True
RES001026,False,True,False,True,False,False,False,False,False,True,False,False,False
RES001027,True,True,False,False,False,False,True,False,False,False,False,False,True
RES001028,False,False,False,True,True,False,False,False,False,False,False,False,True
RES001029,True,False,True,True,True,True,True,False,True,False,True,True,False
RES001030,False,False,False,False,True,True,False,False,True,False,False,True,False
RES001031,True,True,False,False,False,True,True,True,False,True,False,False,True
RES001032,True,True,False,True,False,False,False,False,False,False,True,True,False
RES001033,True,False,False,False,False,False,True,True,True,True,True,False,True
RES001034,False,False,True,False,False,True,True,True,False,False,True,True,False
RES001035,True,False,True,False,True,True,True,True,True,False,False,True,True
RES001036,False,False,True,False,False,False,True,False,True,False,True,True,True
RES001037,True,False,False,False,False,True,True,True,True,False,False,True,False
RES001038,False,False,False,True,True,True,False,False,True,True,False,True,True
RES001039,True,True,True,True,False,True,True,True,True,False,False,True,False
RES001040,True,False,True,False,True,False,False,True,False,False,True,True,True
RES001041,True,True,False,False,False,True,True,True,True,False,False,True,False
RES001042,True,True,True,False,False,True,False,False,False,False,True,False,True
RES001043,False,True,True,False,False,False,False,False,False,False,False,True,True
RES001044,True,True,True,True,True,True,True,True,True,False,True,False,False
RES001045,False,True,True,True,False,True,True,False,True,False,True,True,False
RES001046,False,True,False,True,False,True,True,False,False,True,True,False,True
RES001047,True,True,False,True,False,True,False,True,False,True,False,True,True
RES001048,False,True,False,False,False,False,True,True,True,False,True,False,False
RES001049,False,False,True,False,True,True,False,False,False,False,False,True,False
RES001050,True,False,False,False,True,False,True,False,False,True,False,False,False
RES001051,True,True,False,False,False,False,False,False,False,True,False,True,True
RES001052,True,False,False,True,True,True,True,False,True,False,True,False,True
RES001053,True,True,False,True,False,True,False,True,True,False,True,False,False
RES001054,True,True,False,True,True,True,True,True,True,True,True,True,True
RES001055,True,True,False,True,False,False,True,False,False,False,False,False,True
RES001056,True,True,True,False,False,False,False,False,False,True,False,False,False
RES001057,True,False,True,True,False,True,False,True,False,False,False,False,False
RES001058,True,True,False,True,False,True,True,False,False,True,False,True,False
RES001059,False,True,False,False,False,False,True,True,False,True,False,False,True
RES001060,True,True,False,True,True,True,False,True,True,False,True,False,True
RES001061,True,False,True,True,False,True,True,True,False,True,True,False,False
RES001062,True,False,True,False,True,True,True,False,False,False,True,False,True
RES001063,False,False,True,True,False,False,True,True,False,True,True,True,False
RES001064,False,True,False,False,True,False,True,True,False,False,False,True,True
RES001065,True,True,False,True,False,True,True,False,False,False,True,False,True
RES001066,False,True,False,True,True,True,True,False,True,True,True,False,False
RES001067,True,False,True,True,False,True,True,True,False,True,False,False,True
RES001068,False,True,False,False,False,True,True,True,False,False,True,True,True
RES001069,True,False,False,False,True,False,False,True,False,True,False,True,True
RES001070,False,True,True,True,True,False,True,False,True,False,False,True,True
RES001071,True,True,False,False,True,False,False,False,True,False,False,False,True
RES001072,True,True,True,False,False,False,False,False,True,True,False,False,True
RES001073,False,False,True,True,False,False,False,False,False,False,False,True,True
RES001074,False,False,False,False,True,True,True,True,True,True,True,True,False
RES001075,False,True,False,True,False,True,True,False,False,False,True,False,False
RES001076,True,True,True,False,False,False,False,True,True,False,False,False,False
RES001077,False,False,False,False,True,False,True,True,False,False,False,False,True
RES001078,False,False,True,False,False,False,True,True,False,True,True,False,True
RES001079,False,True,True,True,True,True,False,True,False,False,True,True,False
RES001080,False,True,True,True,True,False,False,False,True,False,False,False,False
RES001081,False,True,True,False,True,False,True,True,True,False,True,True,False
RES001082,True,False,False,True,False,False,True,True,True,False,False,False,True
RES001083,True,False,True,True,True,True,True,False,True,True,True,True,True
RES001084,True,False,True,True,True,True,False,True,False,True,True,False,False
RES001085,True,False,False,True,False,False,False,True,False,False,False,True,True
RES001086,False,False,True,False,True,True,False,False,True,False,True,True,True
RES001087,False,False,False,True,False,False,True,True,True,True,False,False,False
RES001088,False,True,True,True,True,False,True,True,False,False,True,False,False
RES001089,False,False,True,True,True,False,False,False,False,True,True,True,False
RES001090,False,True,False,False,False,False,True,False,True,False,False,True,True
RES001091,False,True,False,False,True,False,True,True,True,False,True,True,True
RES001092,False,False,True,False,False,False,True,True,True,False,False,True,False
RES001093,False,False,True,False,True,True,False,False,False,False,True,True,False
RES001094,False,True,False,True,True,False,True,False,False,True,True,False,True
RES001095,False,False,True,False,True,False,True,True,False,True,True,False,False
RES001096,False,True,False,True,False,False,True,False,True,False,False,True,False
RES001097,False,True,False,False,True,True,True,True,True,True,False,False,False
RES001098,False,True,True,True,True,False,False,False,True,True,False,True,True
RES001099,False,True,False,True,True,True,False,False,True,True,True,True,False
RES001100,True,False,True,True,False,False,False,True,False,True,False,False,False
RES001101,True,True,True,True,True,False,False,False,True,False,True,False,False
RES001102,False,True,True,False,False,False,False,False,False,False,True,False,True
RES001103,False,True,True,False,False,False,False,False,True,True,False,True,True
RES001104,False,True,True,True,True,False,False,True,True,True,False,True,False
RES001105,True,False,True,False,False,True,True,False,True,True,True,True,False
RES001106,True,True,True,False,False,True,True,False,False,True,True,False,False
RES001107,False,False,True,True,True,False,True,False,True,True,False,False,True
RES001108,False,True,False,False,True,False,True,False,True,False,True,True,True
RES001109,False,False,False,True,False,False,False,False,True,False,False,False,True
RES001110,False,False,True,False,False,False,False,True,False,False,False,True,False
RES001111,False,False,False,False,False,True,False,False,True,True,True,False,False
RES001112,False,True,False,False,True,False,True,True,False,False,False,True,True
RES001113,False,False,False,False,True,True,False,False,False,True,False,True,True
RES001114,False,False,True,True,False,True,True,False,False,True,False,False,False
RES001115,False,False,True,True,False,True,True,True,False,False,False,True,True
RES001116,False,False,False,True,True,False,True,True,True,False,True,True,True
RES001117,False,False,True,True,False,False,True,False,False,True,True,False,True
RES001118,True,True,True,False,True,True,False,False,True,False,True,False,False
RES001119,False,True,True,False,True,True,True,True,False,False,False,False,False
RES001120,False,False,False,False,True,False,False,True,False,True,True,True,True
RES001121,False,True,True,False,False,False,True,True,True,False,False,True,False
RES001122,True,False,False,True,False,False,False,False,True,False,False,True,False
RES001123,True,False,True,True,False,False,False,True,False,False,True,True,True
RES001124,True,False,False,False,True,True,True,False,False,False,False,False,True
RES001125,False,False,True,False,False,True,True,False,False,False,True,False,False
RES001126,True,True,True,False,False,True,False,True,False,True,True,True,False
RES001127,True,False,True,True,True,False,True,True,True,True,True,False,False
RES001128,True,False,True,True,False,False,True,False,False,False,True,True,True
RES001129,False,False,False,True,False,True,True,True,False,True,False,False,False
RES001130,False,False,False,False,True,True,True,True,False,True,False,True,False
RES001131,False,False,False,False,True,False,False,True,True,False,False,False,False
RES001132,True,False,True,True,False,True,True,True,False,True,True,False,False
RES001133,True,True,False,False,False,False,False,True,False,False,False,False,True
RES001134,True,False,False,False,True,True,False,True,True,True,True,True,False
RES001135,True,True,False,True,True,True,True,True,True,True,False,False,True
RES001136,False,True,False,False,True,True,True,True,True,True,False,True,False
RES001137,False,True,True,True,False,True,True,False,True,True,True,False,False
RES001138,False,False,True,False,True,False,False,True,True,False,False,True,True
RES001139,False,False,False,True,False,True,True,True,False,False,True,False,False
RES001140,False,True,True,False,False,True,False,True,False,True,False,True,True
RES001141,False,True,True,True,False,True,True,False,True,True,True,False,True
RES001142,False,True,True,False,False,False,False,False,True,False,False,False,True
RES001143,True,True,False,True,True,False,False,False,True,False,False,False,False
RES001144,False,True,False,False,False,False,True,True,False,False,False,False,False
RES001145,True,True,True,False,True,False,True,False,False,False,False,True,False
RES001146,False,False,True,False,False,True,False,True,False,False,True,True,False
RES001147,True,True,False,False,True,True,False,False,True,True,True,False,False
RES001148,False,True,True,False,True,True,True,False,False,True,False,True,False
RES001149,True,False,True,False,False,False,True,False,False,False,False,False,True
RES001150,True,True,False,False,False,True,True,False,False,False,True,False,False
RES001151,False,True,True,False,False,False,True,True,True,False,False,False,True
RES001152,True,False,False,False,True,True,True,True,False,True,True,False,True
RES001153,False,False,False,False,True,True,False,False,True,False,False,False,False
RES001154,True,False,False,True,False,True,False,False,False,False,False,False,False
RES001155,True,True,True,False,False,False,True,False,True,False,True,False,False
RES001156,True,False,False,True,True,True,False,False,True,False,True,True,True
RES001157,False,True,False,True,True,True,True,True,False,False,True,False,False
RES001158,True,True,False,False,True,False,False,False,False,False,True,True,True
RES001159,False,False,True,False,False,False,True,True,False,True,False,True,False
RES001160,True,True,False,False,False,True,False,False,False,False,True,True,True
RES001161,True,False,False,True,False,True,False,False,False,False,False,True,False
RES001162,False,True,False,True,True,True,False,False,True,True,True,True,False
RES001163,False,True,False,True,False,False,False,False,True,False,False,True,True
RES001164,True,True,True,False,False,False,False,False,False,False,False,False,False
RES001165,True,False,False,True,True,True,True,True,False,False,True,False,True
RES001166,True,False,False,False,False,False,False,False,True,False,False,True,False
RES001167,False,True,False,False,False,True,False,True,False,True,False,False,True
RES001168,False,False,False,True,False,True,True,False,True,False,True,False,False
RES001169,True,True,True,False,True,False,True,False,False,False,False,True,True
RES001170,False,False,False,False,False,True,True,True,False,True,False,False,False
RES001171,False,True,False,False,False,True,True,False,False,True,True,False,False
RES001172,True,True,True,False,False,True,False,False,True,False,True,False,False
RES001173,False,True,True,True,True,False,False,False,True,False,False,False,True
RES001174,True,False,True,False,True,False,False,False,False,True,False,False,True
RES001175,False,True,True,False,False,False,True,True,True,True,True,True,True
RES001176,False,True,True,False,True,True,False,True,False,True,True,True,False
RES001177,False,True,False,True,False,False,False,False,False,True,False,True,True
RES001178,False,False,True,True,True,True,False,False,False,False,True,True,False
RES001179,True,True,True,True,False,False,False,True,True,False,True,False,True
RES001180,True,False,False,False,True,True,False,False,False,True,False,True,True
RES001181,False,True,True,True,True,False,False,True,False,True,True,True,False
RES001182,True,False,False,False,True,False,False,True,False,True,False,False,True
RES001183,False,False,False,False,True,True,True,False,False,False,True,False,True
RES001184,True,True,True,True,True,False,False,False,True,True,False,True,True
RES001185,False,False,False,True,True,False,False,False,True,False,True,False,True
RES001186,True,False,True,True,True,True,False,False,False,True,False,False,True
RES001187,True,True,False,True,True,True,False,False,True,True,True,False,False
RES001188,True,True,True,True,False,True,False,False,True,False,False,True,False
RES001189,False,True,True,True,False,True,True,True,False,True,True,True,True
RES001190,True,True,True,False,False,True,False,True,False,False,True,False,False
RES001191,True,True,True,True,True,True,True,True,False,True,True,True,True
RES001192,False,True,False,False,True,False,False,False,True,True,True,False,True
RES001193,False,False,False,True,False,False,True,False,False,False,False,False,False
RES001194,False,False,True,True,False,True,True,False,False,False,False,True,True
RES001195,False,True,True,False,False,False,False,False,True,False,False,False,True
RES001196,False,False,False,False,False,True,False,False,False,False,False,False,False
RES001197,False,False,False,False,True,False,True,False,False,False,True,True,False
RES001198,True,False,True,False,True,True,False,False,False,True,False,False,False
RES001199,False,False,True,False,True,False,True,False,True,True,True,False,True
RES001200,True,True,True,False,True,False,True,False,False,True,True,False,True
RES001201,True,False,True,False,False,True,True,True,False,True,True,True,False
RES001202,True,True,True,True,True,False,True,False,False,True,False,False,True
RES001203,True,False,True,False,False,False,False,True,True,False,True,False,False
RES001204,True,False,False,True,True,True,False,False,False,True,False,True,True
RES001205,False,True,True,True,False,False,False,True,False,False,True,True,False
RES001206,False,False,True,False,True,False,False,False,True,False,True,True,True
RES001207,False,False,False,True,True,False,False,False,True,True,True,False,True
RES001208,False,False,True,True,True,True,True,False,False,False,False,True,True
RES001209,True,False,False,True,True,False,False,False,False,False,False,True,False
RES001210,True,True,True,False,False,True,True,False,True,False,False,False,False
RES001211,True,False,False,False,True,False,True,False,True,False,False,True,True
RES001212,True,False,True,True,False,True,False,True,False,False,True,False,False
RES001213,True,False,False,False,False,False,True,True,True,False,True,True,True
RES001214,False,True,False,True,False,True,False,False,True,True,False,False,False
RES001215,True,True,True,True,False,True,True,False,True,True,True,True,True
RES001216,False,False,False,False,True,False,False,False,True,True,True,False,True
RES001217,True,False,True,True,True,True,True,True,True,True,False,True,True
RES001218,True,False,False,True,True,False,True,True,False,True,True,False,False
RES001219,False,False,False,False,False,True,False,True,False,False,False,True,True
RES001220,False,True,True,False,True,True,False,False,True,False,False,True,False
RES001221,True,True,True,True,False,False,True,False,True,False,True,False,True
RES001222,False,False,False,False,True,True,False,False,False,False,True,True,True
RES001223,True,True,False,False,False,True,False,False,True,False,True,False,True
RES001224,True,False,False,False,True,True,True,False,False,True,False,True,False
RES001225,False,False,False,True,False,True,False,True,True,False,False,True,True
RES001226,False,True,False,False,False,False,True,False,False,True,True,True,True
RES001227,True,True,True,True,False,True,False,False,False,False,False,False,False
RES001228,False,False,True,False,False,True,False,True,False,False,True,False,False
RES001229,True,True,True,False,True,True,False,True,True,True,True,True,True
RES001230,True,False,True,False,True,False,False,True,True,True,True,False,True
RES001231,False,True,True,True,True,True,True,True,False,True,False,False,False
RES001232,False,False,False,True,True,True,False,False,True,True,False,False,False
RES001233,True,True,True,False,False,True,True,False,False,True,False,True,False
RES001234,False,True,True,True,False,False,True,True,True,True,False,True,False
RES001235,True,False,True,False,False,False,True,True,False,False,False,False,False
RES001236,True,True,False,True,False,False,True,False,True,True,True,False,False
RES001237,False,True,False,False,True,True,True,False,False,True,False,True,True
RES001238,True,False,True,False,True,False,True,True,True,False,True,True,False
RES001239,False,True,False,False,False,True,False,False,True,True,False,True,True
RES001240,True,False,False,True,True,True,True,True,True,False,True,False,True
RES001241,True,False,False,True,False,True,False,False,False,False,False,True,True
RES001242,False,True,True,True,True,True,False,True,True,False,False,False,True
RES001243,False,True,False,True,True,False,False,False,False,False,True,True,True
RES001244,False,True,True,True,True,True,False,True,True,True,False,False,False
RES001245,True,False,False,True,False,True,False,True,False,True,False,True,False
RES001246,True,True,True,False,False,False,True,True,False,False,False,True,False
RES001247,True,True,False,False,False,True,True,False,True,True,False,False,True
RES001248,False,False,True,False,True,False,True,True,True,False,True,False,True
RES001249,False,True,False,False,False,False,False,True,False,False,False,True,True
RES001250,True,True,True,False,False,True,True,False,True,True,True,True,False
RES001251,True,False,True,False,True,False,False,False,True,False,True,False,False
RES001252,False,True,False,False,True,True,False,False,False,False,False,True,True
RES001253,True,True,True,True,False,True,False,False,False,True,False,False,True
RES001254,True,True,True,True,False,True,False,False,False,False,False,False,False
RES001255,True,True,True,True,False,True,True,True,False,True,False,False,True
RES001256,False,True,False,True,True,True,True,True,True,True,False,False,False
RES001257,True,False,False,False,False,False,True,True,True,False,True,True,True
RES001258,True,True,True,True,False,False,True,False,True,True,True,False,True
RES001259,True,True,False,True,False,True,True,True,True,True,True,True,True
RES001260,True,True,True,True,False,False,False,True,True,True,False,False,False
RES001261,False,True,True,True,True,False,True,False,False,True,True,True,False
RES001262,False,True,True,False,False,False,False,True,False,True,True,True,True
RES001263,False,True,False,True,True,True,False,True,False,False,False,True,True
RES001264,False,False,True,True,False,False,False,False,True,False,True,False,True
RES001265,False,False,True,True,True,False,False,True,True,False,False,True,True
RES001266,True,True,False,False,True,True,True,False,False,False,False,True,True
RES001267,False,False,True,True,True,False,False,True,True,False,False,False,False
RES001268,False,True,True,False,True,False,False,True,False,False,False,False,True
RES001269,False,True,True,True,False,False,False,False,True,True,False,False,False
RES001270,False,True,False,True,False,False,False,True,True,True,True,True,False
RES001271,False,True,True,True,True,True,False,True,False,True,False,False,False
RES001272,True,True,True,True,True,True,True,True,True,True,False,False,False
RES001273,True,False,True,False,True,True,True,True,True,False,True,False,False
RES001274,False,True,True,False,True,False,True,False,True,False,False,False,False
RES001275,True,False,True,True,True,True,False,False,False,False,True,True,False
RES001276,False,False,True,False,True,False,True,True,True,False,False,True,False
RES001277,True,False,True,True,False,True,True,True,True,False,False,True,False
RES001278,False,False,False,False,True,False,False,True,False,False,False,True,False
RES001279,True,False,True,True,True,False,False,False,True,True,True,False,False
RES001280,False,False,False,False,False,False,False,True,False,False,True,False,True
RES001281,False,False,False,True,True,True,True,False,True,False,True,True,False
RES001282,True,False,False,False,True,True,False,False,True,True,False,False,False
RES001283,True,False,False,True,False,True,True,False,True,False,False,False,False
RES001284,False,False,True,True,True,False,True,True,False,True,True,False,True
RES001285,True,False,False,True,True,True,False,True,True,True,True,True,False
RES001286,False,True,False,False,False,False,True,True,False,True,False,True,False
RES001287,True,False,False,True,False,False,False,False,False,False,False,True,True
RES001288,False,True,True,True,False,False,False,True,True,False,False,True,False
RES001289,True,False,True,False,False,False,False,False,False,True,False,False,False
RES001290,True,True,False,False,False,False,False,True,False,False,True,False,False
RES001291,False,False,False,True,True,False,True,True,False,False,False,False,True
RES001292,False,True,False,True,False,False,True,True,False,True,False,True,False
RES001293,True,False,True,True,True,True,True,False,False,False,True,False,False
RES001294,False,False,False,True,False,False,False,True,False,True,False,False,True
RES001295,False,True,True,True,True,False,False,True,True,True,False,True,False
RES001296,True,True,False,False,True,False,False,False,False,True,True,True,True
RES001297,True,False,True,True,True,True,False,False,True,False,False,False,True
RES001298,True,True,False,False,True,False,False,True,False,False,True,False,False
RES001299,True,False,False,False,False,True,True,True,False,False,False,True,False
RES001300,False,True,True,True,False,True,False,False,False,True,True,True,True
RES001301,False,True,False,False,False,True,False,False,False,False,True,True,False
RES001302,True,False,True,True,True,True,False,True,False,False,True,False,False
RES001303,True,True,False,False,False,False,False,False,False,False,True,True,True
RES001304,False,False,True,False,False,False,False,True,True,True,False,True,True
RES001305,False,True,True,False,True,True,True,False,False,True,False,True,True
RES001306,False,False,False,False,True,True,False,True,False,False,True,False,False
RES001307,False,True,False,True,True,True,False,False,False,False,False,True,False
RES001308,True,True,True,False,False,False,True,False,True,True,True,False,True
RES001309,False,True,False,True,True,False,True,True,True,True,True,True,False
RES001310,True,False,False,True,False,False,True,True,False,False,True,True,False
RES001311,False,False,True,False,False,False,True,False,False,False,True,True,True
RES001312,True,False,True,True,True,False,True,True,True,False,False,True,True
RES001313,False,False,False,True,False,True,False,True,True,True,True,True,True
RES001314,False,True,False,True,True,True,False,False,False,False,False,False,True
RES001315,False,True,False,False,False,True,True,True,True,False,False,False,False
RES001316,False,False,False,False,True,False,False,False,True,False,False,True,False
RES001317,False,False,True,False,True,False,True,True,False,True,False,False,True
RES001318,False,True,False,True,True,False,False,False,True,False,True,False,False
RES001319,True,False,False,False,False,True,True,True,True,True,True,True,False
RES001320,False,False,True,True,True,False,False,True,False,True,True,True,False
RES001321,True,True,True,False,True,False,False,True,False,False,True,True,False
RES001322,False,False,True,False,False,True,False,False,False,False,False,True,False
RES001323,True,False,False,False,True,True,False,True,True,True,True,True,True
RES001324,True,True,True,True,True,False,False,False,True,False,False,False,True
RES001325,False,True,False,False,True,False,True,True,True,False,True,True,False
RES001326,True,True,False,True,True,True,False,True,True,False,True,False,True
RES001327,False,True,False,False,True,True,False,True,False,True,True,False,True
RES001328,True,True,True,False,True,False,False,False,True,True,False,True,True
RES001329,False,False,False,True,True,True,True,False,True,True,True,True,False
RES001330,False,True,True,False,True,False,False,True,True,True,True,False,True
RES001331,False,False,False,False,False,True,False,False,False,True,False,False,False
RES001332,False,False,True,True,False,False,False,False,True,True,True,False,False
RES001333,True,False,True,False,False,True,True,False,True,False,True,True,False
RES001334,False,True,False,True,True,False,False,True,False,True,False,False,False
RES001335,False,False,False,True,True,True,False,True,True,False,False,False,True
RES001336,True,False,False,True,True,False,True,False,True,True,True,True,False
RES001337,False,False,False,True,True,False,True,True,True,True,False,False,True
RES001338,False,True,True,True,True,True,False,False,False,True,True,False,True
RES001339,False,True,True,True,True,False,True,True,False,True,False,True,True
RES001340,True,False,False,True,False,False,True,False,True,False,True,False,True
RES001341,True,False,False,True,True,False,True,False,True,False,False,True,False
RES001342,True,True,False,False,True,True,True,True,False,True,False,True,True
RES001343,False,True,False,False,False,False,False,False,True,False,False,False,False
