Menu_ID,Timestamp,Current_price,Previous_price,Price_change
MENRES001342_2,2023-04-20T16:25:05,73.73,66.0,7.73
MENRES001342_3,2023-03-31T08:08:19,21.65,18.46,3.19
MENRES001342_4,2023-09-26T13:10:31,19.63,18.17,1.46
MENRES001342_5,2023-06-23T16:45:37,74.39,64.07,10.32
MENRES001342_6,2023-09-17T19:00:11,38.61,31.04,7.57
MENRES001342_7,2023-03-10T07:58:39,53.56,46.37,7.19
MENRES001343_4,2023-02-06T17:21:29,143.47,119.56,23.91
MENRES001343_9,2023-02-15T14:39:01,59.34,55.97,3.37
MENRES001344_2,2023-01-31T17:21:59,51.31,44.22,7.09
MENRES001344_3,2023-06-29T16:42:44,50.31,45.56,4.75
MENRES001344_8,2023-03-05T12:56:28,48.43,44.49,3.94
MENRES001344_9,2023-10-11T11:56:52,80.22,67.7,12.52
MENRES001345_0,2023-03-05T18:55:43,44.71,38.92,5.79
MENRES001345_5,2023-04-26T17:55:14,101.77,87.14,14.63
MENRES001345_6,2023-10-05T11:43:05,89.84,83.74,6.1
MENRES001345_10,2023-12-13T19:41:22,95.2,88.69,6.51
MENRES001345_13,2023-06-30T07:32:18,64.72,56.13,8.59
MENRES001346_3,2023-06-15T18:57:37,92.36,82.28,10.08
MENRES001346_6,2023-07-18T23:42:35,63.1,59.13,3.97
MENRES001347_0,2023-02-12T22:32:16,26.28,22.23,4.05
MENRES001347_3,2023-09-21T14:30:06,12.92,11.21,1.71
MENRES001347_7,2023-04-29T17:30:58,30.6,28.94,1.66
MENRES001347_9,2023-12-26T10:40:48,9.46,7.63,1.83
MENRES001347_11,2023-05-06T00:30:39,6.19,5.44,0.75
MENRES001348_4,2023-04-03T07:44:57,66.58,56.53,10.05
MENRES001349_2,2023-11-25T20:29:36,54.43,49.9,4.53
MENRES001349_3,2023-05-27T05:26:23,40.69,35.24,5.45
MENRES001349_4,2023-06-06T16:02:41,31.75,25.65,6.1
MENRES001349_5,2023-08-06T04:47:50,29.54,26.53,3.01
MENRES001349_8,2023-06-13T06:58:39,64.12,52.62,11.5
MENRES001349_12,2023-11-15T09:44:15,43.26,35.25,8.01
MENRES001349_13,2023-12-05T21:29:46,17.68,15.32,2.36
MENRES001349_14,2023-11-04T12:55:03,56.87,53.91,2.96
MENRES001350_2,2023-12-19T06:31:38,33.09,28.02,5.07
MENRES001350_3,2023-11-14T08:11:22,55.48,48.81,6.67
MENRES001351_4,2023-04-02T06:43:37,119.37,97.93,21.44
MENRES001352_1,2023-03-27T18:51:38,59.73,53.59,6.14
MENRES001352_9,2023-05-15T04:48:01,124.13,112.95,11.18
MENRES001352_10,2023-07-20T21:11:44,112.26,101.87,10.39
MENRES001352_11,2023-07-10T22:35:32,36.61,32.81,3.8
MENRES001352_12,2023-03-04T18:22:50,74.92,67.95,6.97
MENRES001353_0,2023-08-27T17:39:24,13.73,12.72,1.01
MENRES001353_13,2023-11-27T18:34:09,60.69,52.38,8.31
MENRES001353_14,2023-03-06T10:05:45,31.09,25.28,5.81
MENRES001353_15,2023-06-19T18:27:59,22.03,18.86,3.17
MENRES001354_0,2023-04-08T13:00:05,60.41,55.3,5.11
MENRES001354_1,2023-06-18T09:46:07,46.61,44.11,2.5
MENRES001355_0,2023-03-07T05:16:28,14.29,12.08,2.21
MENRES001355_2,2023-01-23T11:36:11,36.66,33.42,3.24
MENRES001355_6,2023-08-23T11:22:38,9.0,7.79,1.21
MENRES001355_9,2023-06-28T06:39:02,36.09,32.39,3.7
MENRES001356_6,2023-03-09T09:02:22,58.31,48.12,10.19
MENRES001357_1,2023-08-25T09:49:59,18.05,16.16,1.89
MENRES001357_6,2023-10-13T13:32:33,9.05,7.3,1.75
MENRES001357_17,2023-10-16T03:55:33,7.59,7.04,0.55
MENRES001358_0,2023-12-11T20:03:47,64.15,54.07,10.08
MENRES001358_14,2023-03-07T13:06:23,118.42,104.36,14.06
MENRES001359_1,2023-07-30T21:32:37,24.26,19.6,4.66
MENRES001359_2,2023-11-05T07:45:28,108.28,95.24,13.04
MENRES001359_3,2023-10-03T10:34:01,77.98,68.42,9.56
MENRES001360_3,2023-06-15T15:53:46,27.11,24.26,2.85
MENRES001361_1,2023-07-24T02:36:31,11.97,11.27,0.7
MENRES001361_2,2023-07-13T20:32:44,31.58,26.59,4.99
MENRES001361_5,2023-02-05T20:07:11,22.97,19.98,2.99
MENRES001361_6,2023-08-15T11:57:10,9.72,7.78,1.94
MENRES001361_10,2023-01-17T22:40:22,7.77,7.26,0.51
MENRES001361_12,2023-06-13T16:39:50,26.41,22.0,4.41
MENRES001361_13,2023-10-17T15:33:13,9.54,8.51,1.03
MENRES001362_0,2023-11-14T06:20:41,26.58,21.35,5.23
MENRES001362_2,2023-01-25T05:22:50,8.79,7.04,1.75
MENRES001363_0,2023-12-13T20:25:01,157.46,128.62,28.84
MENRES001363_6,2023-11-04T12:22:43,43.43,40.23,3.2
MENRES001363_8,2023-02-27T18:16:56,54.94,45.96,8.98
MENRES001364_4,2023-12-03T19:25:45,129.38,120.14,9.24
MENRES001364_7,2023-02-02T19:00:14,100.51,95.38,5.13
MENRES001364_9,2023-02-01T02:02:52,23.21,19.98,3.23
MENRES001364_13,2023-08-23T17:43:26,106.33,99.36,6.97
MENRES001364_16,2023-04-05T14:39:14,81.42,71.08,10.34
MENRES001365_10,2023-06-20T16:59:12,29.05,23.87,5.18
MENRES001366_1,2023-08-20T19:22:39,6.21,5.52,0.69
MENRES001366_2,2023-06-28T10:20:19,18.88,15.81,3.07
MENRES001366_5,2023-06-27T15:01:02,12.8,11.46,1.34
MENRES001366_7,2023-05-17T22:56:01,24.99,22.22,2.77
MENRES001367_1,2023-11-02T00:28:40,78.76,67.36,11.4
MENRES001367_3,2023-11-28T13:38:19,53.06,47.83,5.23
MENRES001367_6,2023-04-22T03:35:29,28.78,25.54,3.24
MENRES001367_9,2023-05-01T10:15:47,95.5,77.06,18.44
MENRES001368_4,2023-02-17T00:47:31,62.76,58.26,4.5
MENRES001368_5,2023-12-15T20:40:45,138.96,116.42,22.54
MENRES001368_8,2023-03-22T04:43:21,30.98,25.6,5.38
MENRES001369_5,2023-01-23T11:30:47,50.27,46.38,3.89
MENRES001369_7,2023-09-15T07:55:49,82.73,69.59,13.14
MENRES001369_11,2023-09-04T17:11:23,26.76,21.87,4.89
MENRES001369_13,2023-06-17T08:33:39,111.51,96.19,15.32
MENRES001370_3,2023-08-29T01:50:27,28.71,24.38,4.33
MENRES001371_3,2023-10-29T00:08:44,115.78,105.72,10.06
MENRES001371_4,2023-08-24T01:22:35,47.55,38.39,9.16
MENRES001372_4,2023-08-22T05:59:05,41.89,34.16,7.73
MENRES001372_9,2023-07-21T04:56:05,131.74,113.1,18.64
MENRES001372_11,2023-09-13T02:28:35,23.17,21.91,1.26
MENRES001372_13,2023-01-17T07:12:33,52.62,44.24,8.38
MENRES001372_14,2023-06-03T21:51:59,147.74,125.51,22.23
MENRES001373_0,2023-02-20T10:38:15,10.82,8.71,2.11
MENRES001373_2,2023-02-14T01:49:26,76.75,64.04,12.71
MENRES001373_6,2023-02-04T11:47:26,52.47,44.09,8.38
MENRES001373_8,2023-04-19T01:31:49,73.74,59.39,14.35
MENRES001373_9,2023-07-23T17:20:03,20.27,18.05,2.22
MENRES001374_0,2023-05-13T08:58:14,44.1,40.68,3.42
MENRES001374_5,2023-01-20T12:30:19,37.32,34.63,2.69
MENRES001375_4,2023-01-27T21:37:40,98.46,92.28,6.18
MENRES001375_6,2023-04-29T02:02:37,103.81,96.65,7.16
MENRES001375_11,2023-08-04T00:43:34,31.1,28.99,2.11
MENRES001375_12,2023-11-14T01:18:16,86.41,77.14,9.27
MENRES001376_6,2023-01-19T11:39:22,12.23,10.11,2.12
MENRES001376_7,2023-09-21T12:32:20,29.36,23.91,5.45
MENRES001376_9,2023-02-17T19:34:53,12.37,11.11,1.26
MENRES001376_10,2023-12-01T17:13:52,5.38,4.89,0.49
MENRES001376_11,2023-01-09T08:30:19,38.91,32.9,6.01
MENRES001376_13,2023-10-27T05:02:23,20.6,17.23,3.37
MENRES001376_16,2023-10-17T10:38:50,12.02,10.2,1.82
MENRES001376_17,2023-12-29T14:22:15,10.36,8.36,2.0
MENRES001377_0,2023-07-26T09:04:30,36.73,30.49,6.24
MENRES001377_6,2023-04-24T01:30:52,5.47,4.82,0.65
MENRES001377_7,2023-01-15T13:15:55,23.86,21.85,2.01
MENRES001377_9,2023-12-07T02:08:05,30.75,25.69,5.06
MENRES001377_10,2023-03-28T07:32:34,13.59,11.62,1.97
MENRES001377_12,2023-09-15T21:26:50,33.28,27.67,5.61
MENRES001377_13,2023-05-02T23:53:22,17.24,14.36,2.88
MENRES001377_16,2023-06-25T22:14:13,37.98,30.97,7.01
MENRES001378_1,2023-02-06T19:55:03,26.3,21.38,4.92
MENRES001378_2,2023-06-17T10:35:38,21.18,19.76,1.42
MENRES001378_6,2023-08-03T11:48:41,15.88,13.46,2.42
MENRES001379_0,2023-11-07T22:48:55,119.14,95.69,23.45
MENRES001379_4,2023-02-14T04:21:20,80.28,75.15,5.13
MENRES001379_6,2023-12-19T20:44:51,96.47,89.97,6.5
MENRES001379_12,2023-09-17T01:43:44,115.73,106.53,9.2
MENRES001379_18,2023-04-09T19:29:07,116.84,100.19,16.65
MENRES001380_1,2023-03-03T18:37:12,8.75,7.14,1.61
MENRES001380_4,2023-12-24T19:34:44,5.67,4.88,0.79
MENRES001380_5,2023-05-20T20:18:30,30.86,27.09,3.77
MENRES001380_6,2023-03-16T02:43:02,27.33,24.42,2.91
MENRES001380_9,2023-08-01T23:26:05,11.47,9.74,1.73
MENRES001381_7,2023-09-18T16:51:51,56.2,52.82,3.38
MENRES001381_9,2023-09-25T02:18:19,62.89,56.32,6.57
MENRES001381_10,2023-05-06T23:57:10,35.69,32.02,3.67
MENRES001382_1,2023-03-25T11:44:13,67.54,54.31,13.23
MENRES001382_10,2023-05-03T02:44:22,32.44,27.43,5.01
MENRES001383_7,2023-02-24T09:50:15,136.13,108.93,27.2
MENRES001383_11,2023-09-16T15:07:04,111.15,91.34,19.81
MENRES001383_12,2023-01-13T02:45:06,47.44,41.8,5.64
MENRES001384_2,2023-11-11T01:36:10,6.12,5.01,1.11
MENRES001384_5,2023-07-19T00:58:41,23.94,22.38,1.56
MENRES001384_7,2023-12-14T06:59:31,9.28,8.4,0.88
MENRES001384_9,2023-06-03T09:28:38,31.62,28.83,2.79
MENRES001384_10,2023-03-09T02:51:44,6.17,5.02,1.15
MENRES001384_12,2023-08-09T11:28:09,13.82,11.2,2.62
MENRES001385_0,2023-10-04T01:47:15,92.0,81.25,10.75
MENRES001385_2,2023-07-12T14:11:05,107.9,102.26,5.64
MENRES001385_6,2023-06-11T15:21:57,119.46,97.43,22.03
MENRES001386_0,2023-05-11T04:38:48,39.25,33.36,5.89
MENRES001386_4,2023-06-22T18:21:37,71.77,64.71,7.06
MENRES001387_1,2023-07-09T00:06:52,12.86,12.13,0.73
MENRES001387_5,2023-06-22T04:25:42,14.95,12.15,2.8
MENRES001387_8,2023-01-05T18:25:09,23.47,19.52,3.95
MENRES001388_0,2023-09-07T01:40:23,91.2,81.96,9.24
MENRES001388_3,2023-06-10T09:08:53,146.13,130.01,16.12
MENRES001388_10,2023-02-22T20:12:05,140.94,119.9,21.04
MENRES001388_13,2023-06-27T10:35:46,82.74,69.83,12.91
MENRES001388_14,2023-10-20T16:28:36,53.07,42.68,10.39
MENRES001388_18,2023-04-26T12:23:43,157.46,147.31,10.15
MENRES001389_7,2023-12-07T17:57:50,104.78,93.92,10.86
MENRES001390_0,2023-05-24T10:07:03,45.6,43.08,2.52
MENRES001390_2,2023-04-03T18:56:21,16.64,14.76,1.88
MENRES001390_3,2023-01-17T21:22:41,25.86,21.67,4.19
MENRES001390_6,2023-07-15T08:11:36,55.91,51.11,4.8
MENRES001390_7,2023-06-03T23:34:28,13.88,11.76,2.12
MENRES001390_10,2023-07-10T00:53:50,19.87,16.58,3.29
MENRES001391_4,2023-08-27T16:30:50,5.91,4.95,0.96
MENRES001391_5,2023-08-06T07:42:12,26.75,21.51,5.24
MENRES001391_6,2023-06-27T14:58:24,20.06,17.26,2.8
MENRES001391_9,2023-10-02T21:42:46,8.1,6.56,1.54
MENRES001391_10,2023-04-04T02:52:32,35.21,29.27,5.94
MENRES001392_0,2023-01-26T04:22:35,123.62,100.14,23.48
MENRES001392_1,2023-02-19T21:51:11,46.84,41.58,5.26
MENRES001392_2,2023-07-25T01:17:23,20.2,18.28,1.92
MENRES001393_5,2023-05-12T10:43:40,61.29,52.77,8.52
MENRES001393_7,2023-12-09T17:53:01,56.15,46.29,9.86
MENRES001393_18,2023-04-09T00:04:37,40.6,36.05,4.55
MENRES001393_19,2023-07-02T22:37:27,67.01,55.35,11.66
MENRES001394_1,2023-08-01T23:41:53,35.13,32.46,2.67
MENRES001394_3,2023-09-04T19:30:47,34.01,30.42,3.59
MENRES001394_6,2023-11-09T03:34:17,30.7,28.17,2.53
MENRES001394_10,2023-05-01T08:35:11,39.01,32.41,6.6
MENRES001395_3,2023-03-24T18:56:51,45.43,40.88,4.55
MENRES001395_5,2023-10-16T17:33:53,24.9,21.73,3.17
MENRES001395_8,2023-09-10T13:26:17,116.54,108.34,8.2
MENRES001395_9,2023-02-26T18:55:48,79.91,70.92,8.99
MENRES001396_3,2023-09-26T09:07:06,77.87,62.85,15.02
MENRES001396_4,2023-04-26T01:00:52,83.72,74.07,9.65
MENRES001396_10,2023-04-15T16:25:21,71.65,58.28,13.37
MENRES001396_12,2023-12-30T20:47:49,68.27,57.97,10.3
MENRES001396_13,2023-03-06T00:18:32,117.25,98.58,18.67
MENRES001397_0,2023-07-23T11:30:59,139.23,113.44,25.79
MENRES001397_2,2023-10-04T02:55:27,121.53,113.28,8.25
MENRES001397_8,2023-12-17T23:40:14,144.5,125.07,19.43
MENRES001397_11,2023-03-27T22:39:12,87.49,78.63,8.86
MENRES001398_1,2023-01-08T02:45:54,68.35,64.14,4.21
MENRES001398_10,2023-12-03T22:51:34,26.81,24.03,2.78
MENRES001399_2,2023-11-07T05:55:10,28.34,25.65,2.69
MENRES001399_3,2023-06-08T15:21:57,67.96,58.24,9.72
MENRES001399_10,2023-10-15T06:25:39,73.62,64.32,9.3
MENRES001400_0,2023-03-09T14:44:34,25.85,21.18,4.67
MENRES001400_1,2023-06-28T13:14:19,115.9,98.8,17.1
MENRES001400_9,2023-01-08T09:59:33,54.63,49.16,5.47
MENRES001400_10,2023-10-23T21:15:49,82.12,77.65,4.47
MENRES001400_11,2023-06-10T19:21:16,55.6,52.12,3.48
MENRES001400_14,2023-11-12T12:26:20,122.33,104.89,17.44
MENRES001400_17,2023-02-14T18:43:48,108.01,89.9,18.11
MENRES001401_0,2023-06-27T16:07:17,98.35,81.31,17.04
MENRES001401_5,2023-11-24T03:41:21,151.33,127.39,23.94
MENRES001401_8,2023-06-28T20:27:15,35.93,31.3,4.63
MENRES001401_11,2023-03-01T12:05:09,122.77,113.06,9.71
MENRES001401_13,2023-10-31T18:06:45,121.34,100.45,20.89
MENRES001401_14,2023-01-22T08:46:23,27.85,22.96,4.89
MENRES001401_16,2023-04-30T01:54:18,90.31,76.44,13.87
MENRES001402_1,2023-11-19T07:15:15,117.24,99.64,17.6
MENRES001402_2,2023-06-30T13:09:35,85.35,76.23,9.12
MENRES001403_0,2023-09-01T10:17:13,34.73,30.72,4.01
MENRES001403_6,2023-08-23T08:28:51,24.74,21.1,3.64
MENRES001403_17,2023-08-04T12:02:27,30.09,27.18,2.91
MENRES001404_7,2023-07-23T15:32:50,42.47,35.83,6.64
MENRES001404_10,2023-12-19T12:08:04,77.76,67.96,9.8
MENRES001404_13,2023-10-21T10:53:21,74.18,61.63,12.55
MENRES001405_0,2023-04-08T16:25:47,50.84,44.16,6.68
MENRES001405_1,2023-03-27T08:04:15,76.2,72.18,4.02
MENRES001405_3,2023-03-15T19:05:27,52.93,45.52,7.41
MENRES001405_6,2023-06-13T19:54:41,31.35,27.83,3.52
MENRES001405_11,2023-02-05T12:39:44,51.28,48.11,3.17
MENRES001405_13,2023-10-16T09:39:58,51.25,41.97,9.28
MENRES001406_1,2023-03-20T10:06:09,23.88,22.54,1.34
MENRES001406_4,2023-08-08T08:16:25,52.78,42.68,10.1
MENRES001406_7,2023-04-03T06:35:06,42.8,36.12,6.68
MENRES001406_10,2023-07-12T11:34:50,62.98,51.13,11.85
MENRES001406_14,2023-07-05T01:12:43,17.0,15.95,1.05
MENRES001407_7,2023-06-17T04:33:47,82.28,74.0,8.28
MENRES001408_1,2023-08-11T02:55:11,7.16,6.2,0.96
MENRES001408_2,2023-03-15T02:12:33,36.76,34.32,2.44
MENRES001409_2,2023-11-07T08:20:29,25.17,21.52,3.65
MENRES001409_3,2023-03-15T20:18:09,65.93,56.25,9.68
MENRES001409_4,2023-12-29T05:35:58,119.79,112.02,7.77
MENRES001409_8,2023-02-16T15:25:45,83.23,76.23,7.0
MENRES001409_11,2023-03-24T04:33:49,18.48,16.62,1.86
MENRES001410_2,2023-11-01T03:02:16,35.8,33.02,2.78
MENRES001410_6,2023-04-30T04:41:57,13.89,12.2,1.69
MENRES001410_10,2023-05-01T22:58:30,37.63,31.71,5.92
MENRES001410_11,2023-06-20T23:38:45,37.84,34.7,3.14
MENRES001410_18,2023-09-20T01:35:13,27.56,24.6,2.96
MENRES001411_3,2023-10-31T23:25:09,16.7,15.04,1.66
MENRES001412_1,2023-01-19T05:56:27,38.15,30.86,7.29
MENRES001412_7,2023-10-22T03:13:53,10.14,9.36,0.78
MENRES001413_0,2023-03-11T05:38:03,30.73,25.59,5.14
MENRES001413_2,2023-07-09T08:12:19,48.49,39.98,8.51
MENRES001414_4,2023-06-11T16:23:54,151.37,135.23,16.14
MENRES001414_7,2023-02-02T18:39:50,54.16,44.37,9.79
MENRES001414_9,2023-11-20T00:36:02,22.49,19.34,3.15
MENRES001414_10,2023-07-15T01:43:39,107.46,94.4,13.06
MENRES001414_13,2023-04-08T23:47:28,156.75,144.82,11.93
MENRES001414_14,2023-07-11T03:22:01,126.43,105.46,20.97
MENRES001414_15,2023-03-02T13:21:30,81.26,65.92,15.34
MENRES001414_17,2023-07-07T11:16:54,49.5,43.47,6.03
MENRES001415_5,2023-07-16T09:49:26,114.8,101.1,13.7
MENRES001415_10,2023-08-05T09:21:58,102.66,82.22,20.44
MENRES001415_11,2023-07-28T14:59:29,79.98,64.15,15.83
MENRES001415_14,2023-03-08T18:45:50,155.16,125.81,29.35
MENRES001415_17,2023-09-01T07:36:48,145.84,117.94,27.9
MENRES001416_1,2023-03-03T00:58:28,19.37,15.57,3.8
MENRES001416_4,2023-09-25T12:25:56,26.04,23.11,2.93
MENRES001416_7,2023-07-15T22:30:28,43.15,35.48,7.67
MENRES001416_12,2023-09-26T09:30:53,116.42,106.45,9.97
MENRES001416_16,2023-04-19T20:56:13,24.26,21.7,2.56
MENRES001417_0,2023-02-18T10:00:04,39.25,32.44,6.81
MENRES001417_1,2023-08-25T19:07:27,7.68,6.46,1.22
MENRES001417_3,2023-02-19T18:10:14,18.2,15.34,2.86
MENRES001417_6,2023-11-18T20:39:31,17.42,14.61,2.81
MENRES001417_9,2023-04-23T17:49:27,19.14,17.65,1.49
MENRES001417_10,2023-01-14T17:45:11,10.94,10.34,0.6
MENRES001418_4,2023-03-25T06:24:16,63.86,51.19,12.67
MENRES001419_0,2023-01-06T13:44:00,37.55,33.29,4.26
MENRES001419_2,2023-04-03T05:55:52,37.78,31.36,6.42
MENRES001419_3,2023-12-08T15:21:58,36.81,31.66,5.15
MENRES001419_5,2023-02-27T11:54:07,66.96,58.97,7.99
MENRES001419_10,2023-08-23T23:54:49,57.77,51.81,5.96
MENRES001419_11,2023-09-11T13:17:59,69.86,56.53,13.33
MENRES001419_12,2023-11-02T03:33:14,65.42,56.85,8.57
MENRES001419_15,2023-09-10T22:51:57,30.33,28.73,1.6
MENRES001419_16,2023-03-30T20:15:13,56.96,49.03,7.93
MENRES001419_17,2023-11-23T16:21:55,29.78,25.87,3.91
MENRES001420_0,2023-03-18T19:13:07,37.5,34.61,2.89
MENRES001420_4,2023-06-26T08:14:59,58.12,47.93,10.19
MENRES001420_7,2023-05-07T09:48:14,22.28,19.13,3.15
MENRES001422_0,2023-06-12T22:51:51,109.5,90.75,18.75
MENRES001422_2,2023-04-30T07:35:49,63.23,53.06,10.17
MENRES001422_11,2023-10-03T01:01:17,43.87,39.28,4.59
MENRES001422_12,2023-10-30T19:14:41,130.27,122.54,7.73
MENRES001423_5,2023-03-17T11:21:50,27.05,25.09,1.96
MENRES001423_6,2023-02-14T22:55:45,34.74,30.35,4.39
MENRES001424_0,2023-06-28T14:31:13,66.76,62.49,4.27
MENRES001424_1,2023-03-31T02:41:20,100.38,94.04,6.34
MENRES001424_2,2023-10-05T14:15:55,101.63,83.82,17.81
MENRES001424_5,2023-03-29T13:33:35,42.45,39.16,3.29
MENRES001424_7,2023-04-07T02:22:36,109.88,89.68,20.2
MENRES001424_9,2023-09-24T12:45:45,112.27,96.96,15.31
MENRES001424_13,2023-06-16T22:45:39,49.68,46.98,2.7
MENRES001424_15,2023-11-09T22:10:11,119.68,99.22,20.46
MENRES001425_2,2023-11-10T06:29:23,34.08,31.95,2.13
MENRES001425_8,2023-05-10T00:42:17,50.65,47.06,3.59
MENRES001425_9,2023-01-25T16:32:08,75.05,64.64,10.41
MENRES001426_5,2023-02-23T07:10:35,18.87,17.61,1.26
MENRES001426_6,2023-06-26T10:38:17,31.25,25.12,6.13
MENRES001427_1,2023-08-31T02:41:55,11.51,10.27,1.24
MENRES001427_4,2023-01-09T19:21:19,23.55,21.67,1.88
MENRES001429_2,2023-02-11T04:12:09,14.48,13.3,1.18
MENRES001429_5,2023-09-12T06:26:45,17.35,15.16,2.19
MENRES001430_3,2023-06-06T02:42:31,7.66,6.64,1.02
MENRES001430_6,2023-03-25T02:50:25,38.67,35.91,2.76
MENRES001431_2,2023-03-27T13:00:50,29.87,27.38,2.49
MENRES001431_4,2023-09-29T14:18:24,8.82,7.21,1.61
MENRES001431_6,2023-10-16T20:32:36,39.24,33.01,6.23
MENRES001431_7,2023-06-19T03:39:03,17.69,15.95,1.74
MENRES001431_8,2023-12-28T19:06:10,19.4,16.26,3.14
MENRES001431_9,2023-01-21T04:28:27,16.1,13.8,2.3
MENRES001431_10,2023-01-06T09:38:09,25.13,20.24,4.89
MENRES001432_0,2023-11-13T23:23:51,61.79,51.29,10.5
MENRES001432_1,2023-07-13T13:09:01,32.19,29.4,2.79
MENRES001432_2,2023-09-28T21:59:36,44.21,36.3,7.91
MENRES001432_3,2023-10-12T02:24:54,62.72,50.99,11.73
MENRES001432_5,2023-12-15T05:43:18,64.76,59.2,5.56
MENRES001432_10,2023-02-18T08:47:41,12.09,10.85,1.24
MENRES001432_11,2023-04-29T19:33:11,41.87,38.67,3.2
MENRES001432_17,2023-11-26T10:10:07,74.2,59.48,14.72
MENRES001433_0,2023-09-05T01:06:01,5.13,4.17,0.96
MENRES001433_5,2023-01-19T06:41:44,38.29,34.36,3.93
MENRES001433_6,2023-09-03T07:16:56,36.75,32.75,4.0
MENRES001434_4,2023-11-03T13:51:13,115.61,104.45,11.16
MENRES001434_5,2023-08-11T01:08:55,116.98,94.12,22.86
MENRES001434_9,2023-06-10T17:42:09,61.8,55.16,6.64
MENRES001434_10,2023-04-23T16:16:03,87.27,82.43,4.84
MENRES001435_1,2023-10-12T06:20:51,55.87,52.65,3.22
MENRES001435_9,2023-05-24T08:44:17,37.42,34.75,2.67
MENRES001436_3,2023-12-09T16:05:28,135.56,120.02,15.54
MENRES001436_5,2023-08-11T14:42:29,101.51,94.71,6.8
MENRES001436_11,2023-09-02T08:52:00,118.38,104.34,14.04
MENRES001436_12,2023-03-02T11:25:01,55.49,51.25,4.24
MENRES001436_16,2023-03-18T19:22:05,110.72,98.96,11.76
MENRES001437_2,2023-12-27T00:47:38,23.21,21.16,2.05
MENRES001437_5,2023-02-27T03:26:05,29.0,23.46,5.54
MENRES001438_2,2023-02-16T00:00:44,41.53,37.69,3.84
MENRES001438_3,2023-05-21T19:03:08,27.93,24.27,3.66
MENRES001438_6,2023-02-12T08:42:36,63.01,56.9,6.11
MENRES001438_9,2023-07-01T05:47:49,46.37,37.17,9.2
MENRES001439_3,2023-06-15T18:33:54,65.92,53.88,12.04
MENRES001439_4,2023-03-11T22:18:44,52.85,49.89,2.96
MENRES001439_11,2023-10-04T08:42:06,101.97,91.14,10.83
MENRES001439_18,2023-02-19T16:06:29,51.73,43.41,8.32
MENRES001440_3,2023-12-08T23:28:23,40.58,37.25,3.33
MENRES001440_4,2023-05-18T00:53:54,85.12,71.06,14.06
MENRES001440_5,2023-11-01T08:59:50,42.63,35.43,7.2
MENRES001440_11,2023-05-29T05:43:21,79.29,74.01,5.28
MENRES001440_13,2023-09-20T02:22:12,38.76,35.58,3.18
MENRES001440_15,2023-02-01T04:51:53,69.62,57.58,12.04
MENRES001441_1,2023-02-19T01:12:42,34.81,32.35,2.46
MENRES001441_3,2023-03-20T15:40:24,11.01,10.37,0.64
MENRES001442_0,2023-08-15T20:31:40,15.14,12.92,2.22
MENRES001442_1,2023-11-15T13:18:06,30.33,26.31,4.02
MENRES001442_3,2023-05-21T07:37:22,61.5,56.92,4.58
MENRES001443_5,2023-01-19T10:41:15,39.58,32.42,7.16
MENRES001443_9,2023-11-25T22:34:11,43.44,39.76,3.68
MENRES001443_11,2023-09-15T04:42:22,32.17,28.2,3.97
MENRES001443_15,2023-09-08T06:43:53,75.73,61.8,13.93
MENRES001443_16,2023-01-17T10:26:40,66.93,57.1,9.83
MENRES001444_0,2023-06-29T16:01:20,18.82,15.28,3.54
MENRES001444_1,2023-02-21T21:12:09,14.56,13.16,1.4
MENRES001444_2,2023-06-11T06:42:12,7.85,7.03,0.82
MENRES001444_3,2023-02-12T16:17:50,35.38,29.19,6.19
MENRES001444_4,2023-04-17T03:59:36,29.45,26.37,3.08
MENRES001445_1,2023-08-01T09:11:14,93.23,79.68,13.55
MENRES001445_7,2023-09-15T08:22:40,25.58,24.09,1.49
MENRES001446_3,2023-12-19T08:55:34,31.77,29.14,2.63
MENRES001446_5,2023-09-07T22:35:41,63.28,59.92,3.36
MENRES001446_8,2023-07-07T23:54:51,109.71,93.77,15.94
MENRES001446_11,2023-11-23T05:28:50,89.61,71.79,17.82
MENRES001446_13,2023-06-23T10:15:20,57.19,53.64,3.55
MENRES001446_15,2023-08-13T23:18:41,16.74,14.66,2.08
MENRES001447_1,2023-05-02T13:17:52,26.79,22.78,4.01
MENRES001447_2,2023-03-01T01:11:47,34.35,28.81,5.54
MENRES001447_5,2023-06-14T02:50:04,20.13,19.03,1.1
MENRES001447_13,2023-01-09T21:22:46,26.02,23.45,2.57
MENRES001447_16,2023-09-10T16:31:08,37.95,35.86,2.09
MENRES001447_18,2023-10-08T16:35:31,5.13,4.23,0.9
MENRES001448_1,2023-07-06T21:13:43,44.77,38.44,6.33
MENRES001448_2,2023-05-24T17:10:09,46.26,40.47,5.79
MENRES001450_8,2023-08-15T21:34:52,87.05,72.93,14.12
MENRES001450_9,2023-12-04T17:08:27,57.86,50.08,7.78
MENRES001450_10,2023-10-07T00:22:14,54.03,43.61,10.42
MENRES001451_1,2023-11-28T21:26:06,46.49,41.8,4.69
MENRES001451_4,2023-02-04T14:17:28,60.45,56.93,3.52
MENRES001451_8,2023-09-25T09:32:00,26.71,24.4,2.31
MENRES001452_0,2023-12-20T21:06:51,131.7,110.85,20.85
MENRES001452_1,2023-11-01T11:09:05,93.63,78.55,15.08
MENRES001452_4,2023-05-06T11:46:08,106.19,96.9,9.29
